fecha,tmin
2019-01-01,10.041310370490498
2019-01-02,9.311816834391369
2019-01-03,9.241929492851755
2019-01-04,9.649535579037314
2019-01-05,9.723697125677635
2019-01-06,9.328639436764886
2019-01-07,8.625906209142183
2019-01-08,8.959678016306576
2019-01-09,8.934950861064568
2019-01-10,9.51319798105552
2019-01-11,9.996524347483021
2019-01-12,9.912386097553153
2019-01-13,8.999804032989392
2019-01-14,8.777495008185724
2019-01-15,9.25465417586632
2019-01-16,9.603822096283722
2019-01-17,10.739140571499554
2019-01-18,10.091106482120871
2019-01-19,9.546194532509933
2019-01-20,9.37790391173756
2019-01-21,10.168303185624316
2019-01-22,10.04393600734182
2019-01-23,10.79136981846205
2019-01-24,10.90811010365774
2019-01-25,10.807727664594408
2019-01-26,10.870491606698756
2019-01-27,10.41800994787452
2019-01-28,10.262078357816787
2019-01-29,10.869028292696564
2019-01-30,11.36184268689417
2019-01-31,11.791839514483488
2019-02-01,10.695316145305888
2019-02-02,10.244120481812779
2019-02-03,10.241491913234386
2019-02-04,9.780703752695887
2019-02-05,9.8542257254036
2019-02-06,10.402967055883693
2019-02-07,10.23323103198891
2019-02-08,10.644562891435653
2019-02-09,11.419952926928222
2019-02-10,11.01456793544524
2019-02-11,11.40168837737113
2019-02-12,12.017776778382576
2019-02-13,12.136163179129662
2019-02-14,11.796017445796597
2019-02-15,12.473849452367096
2019-02-16,11.326979993762638
2019-02-17,11.366522706777298
2019-02-18,11.291704082448444
2019-02-19,11.239659100126849
2019-02-20,11.545481617346294
2019-02-21,11.322601077909047
2019-02-22,10.699574307345504
2019-02-23,10.678728512582172
2019-02-24,11.161058157629006
2019-02-25,11.34218467720419
2019-02-26,11.353690830197651
2019-02-27,11.6129140437286
2019-02-28,10.29796406362992
2019-03-01,10.302814163492208
2019-03-02,11.464501963139597
2019-03-03,11.346164467074159
2019-03-04,11.415649627039848
2019-03-05,10.910093659227003
2019-03-06,11.601626733055687
2019-03-07,11.42392510311684
2019-03-08,11.282892028790569
2019-03-09,10.432824713769106
2019-03-10,11.302694946120678
2019-03-11,11.421086109209742
2019-03-12,11.757212924106124
2019-03-13,12.281812429510875
2019-03-14,12.244904160280829
2019-03-15,11.69397027991467
2019-03-16,12.00123729116641
2019-03-17,12.140456024789934
2019-03-18,12.355871378955628
2019-03-19,12.975443373309565
2019-03-20,12.354556795130437
2019-03-21,11.987565904570006
2019-03-22,11.565177410188875
2019-03-23,12.40689279730553
2019-03-24,12.30155086309717
2019-03-25,12.794326535472594
2019-03-26,12.852742375285493
2019-03-27,12.327300992435447
2019-03-28,13.761580534837675
2019-03-29,13.362866631950231
2019-03-30,12.320987671715837
2019-03-31,12.79376273971621
2019-04-01,13.229450428480995
2019-04-02,12.154397018163191
2019-04-03,11.430492083395873
2019-04-04,11.791861137308711
2019-04-05,12.949950998763244
2019-04-06,12.254376909794592
2019-04-07,12.522835913616687
2019-04-08,13.535566300289231
2019-04-09,12.963233121173376
2019-04-10,13.247331676873616
2019-04-11,12.912569363791519
2019-04-12,13.141982237002358
2019-04-13,14.146002517645101
2019-04-14,13.925704914875581
2019-04-15,13.880843204578838
2019-04-16,14.25283341637627
2019-04-17,14.447350650325912
2019-04-18,14.66450001223691
2019-04-19,13.935466675012151
2019-04-20,13.894609720858561
2019-04-21,13.262008585078059
2019-04-22,13.706253824621133
2019-04-23,13.424099121050842
2019-04-24,13.914589798318943
2019-04-25,14.049433186792005
2019-04-26,13.857800224620828
2019-04-27,14.167058315860116
2019-04-28,13.679950660056765
2019-04-29,13.967122186617464
2019-04-30,13.86221318108108
2019-05-01,13.685818436312644
2019-05-02,14.658606822131839
2019-05-03,14.571598587544157
2019-05-04,15.032658683724437
2019-05-05,14.594783069096366
2019-05-06,15.15234352223557
2019-05-07,16.005323952027616
2019-05-08,16.30514857690492
2019-05-09,16.205047079679964
2019-05-10,16.53163686344059
2019-05-11,16.300468924942802
2019-05-12,16.163000217940443
2019-05-13,15.54517689586963
2019-05-14,15.076200776133943
2019-05-15,15.126305837775824
2019-05-16,16.37927224850415
2019-05-17,16.293967614280724
2019-05-18,16.007692114052546
2019-05-19,15.75211812080899
2019-05-20,15.991647150141288
2019-05-21,15.94066453299613
2019-05-22,16.240569605907115
2019-05-23,16.533682664031055
2019-05-24,16.270222325360677
2019-05-25,16.72761319717936
2019-05-26,16.44306320916877
2019-05-27,16.958888152511474
2019-05-28,17.03431848416048
2019-05-29,17.436086086629942
2019-05-30,17.438169018553772
2019-05-31,17.216843625881896
2019-06-01,17.322943669800573
2019-06-02,16.980659039975173
2019-06-03,17.017131199656802
2019-06-04,16.91025200052501
2019-06-05,17.818775605320738
2019-06-06,17.313136476264212
2019-06-07,18.182655319770767
2019-06-08,18.343830291101465
2019-06-09,18.139417847973004
2019-06-10,17.382321240096978
2019-06-11,17.767573530044636
2019-06-12,17.5384158237067
2019-06-13,18.308165966691668
2019-06-14,17.810716173889958
2019-06-15,17.955154225721326
2019-06-16,18.213595082410045
2019-06-17,18.068514167194078
2019-06-18,18.147496173661658
2019-06-19,17.83526330254395
2019-06-20,17.832089573605025
2019-06-21,17.120087073153726
2019-06-22,16.84868887039714
2019-06-23,18.005616129605954
2019-06-24,18.79126823653604
2019-06-25,18.900956793941333
2019-06-26,19.06409512604328
2019-06-27,18.603193539346268
2019-06-28,18.61438253159669
2019-06-29,18.8610459814561
2019-06-30,18.67598728364095
2019-07-01,18.915917064682404
2019-07-02,19.137775027835648
2019-07-03,19.52008820562799
2019-07-04,19.61633124067064
2019-07-05,19.87786449844408
2019-07-06,19.61546364979408
2019-07-07,19.80300977096003
2019-07-08,18.953392948941712
2019-07-09,19.41053261339679
2019-07-10,19.714582914711777
2019-07-11,20.443482027791983
2019-07-12,20.343000873676836
2019-07-13,20.42429029277323
2019-07-14,20.20070904335235
2019-07-15,20.690670443316087
2019-07-16,20.665785128536008
2019-07-17,21.145529960204478
2019-07-18,21.091565639684244
2019-07-19,20.89265353990266
2019-07-20,20.809117854131234
2019-07-21,20.733961688352004
2019-07-22,21.03200438075459
2019-07-23,20.27414010437183
2019-07-24,20.770750413343375
2019-07-25,20.79646253885938
2019-07-26,20.38158913840354
2019-07-27,20.312726398457713
2019-07-28,19.941472250414183
2019-07-29,20.03560446595014
2019-07-30,20.53921535132391
2019-07-31,21.67878545946725
2019-08-01,21.362421210763344
2019-08-02,20.678829231744697
2019-08-03,21.384827914655574
2019-08-04,20.468077515016088
2019-08-05,21.188122977484497
2019-08-06,21.114724072412336
2019-08-07,21.309616409184848
2019-08-08,21.24214098276738
