fecha,tmed,tmax,tmin,hrMedia
2025-02-12,15.024448224304027,18.408749002931643,11.635703286380402,77.75956399459123
2025-02-13,15.025095377338907,18.409250665492984,11.636498254316596,77.75856800666749
2025-02-14,15.025742530373787,18.409752328054328,11.637293222252792,77.75757201874373
2025-02-15,15.026389683408665,18.410253990615672,11.638088190188986,77.75657603081999
2025-02-16,15.027036836443543,18.410755653177013,11.638883158125182,77.75558004289623
2025-02-17,15.027683989478422,18.411257315738357,11.639678126061376,77.75458405497248
2025-02-18,15.028331142513302,18.4117589782997,11.64047309399757,77.75358806704872
